crm_record_id,sf_account_id,account_name,parent_account_name,state,region,segment,account_type,owner_rep,contact_name,contact_email,contact_role,contact_subject,contact_grade_band,opportunity_name,product_name,product_family,stage,close_date,contract_end_date,arr_usd,seats_purchased,quote_id,is_duplicate_candidate,source,true_golden_customer_id
CRM-10259,SF-A10259,Frontier School District,Frontier Schools,AZ,West,state/regional,District,C. Thomas,Priya Lee,priyal@frontierschools.org,Literacy Specialist,ELA,,Frontier School District - StudySync,StudySync,Core ELA,Closed Won,2025-04-10,2026-02-13,84594,300,Q-6886,N,Salesforce,GC0037
CRM-10260,SF-A10260,Frontier Independent School District,,AZ,West,State/Regional,School,C. Thomas,T. Thomas,tanisha.thomas@frontierschools.org,Literacy Specialist,,,Frontier Independent School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-06-27,2026-12-14,255085,500,Q-5176,Y,Salesforce,GC0037
CRM-10261,SF-A10261,Frontier School District,Frontier School District,AZ,West,State/Regional,District,C. Thomas,Monique Garcia,moniqueg@frontierschools.org,District Admin,,2,Frontier School District - StudySync,StudySync,Core ELA,Closed Won,2024-07-13,2026-07-16,122196,5000,Q-9911,N,Salesforce,GC0037
CRM-10262,SF-A10262,Frontier School District,Frontier Schools,AZ,WEST,State/Regional,District,C. Thomas,Nina Davis,nina.davis@frontierschools.org,Literacy Specialist,General,2,Frontier School District - Twig Science,Twig Science,Science,Closed Lost,2025-01-18,2027-05-26,123606,500,Q-8062,N,Salesforce,GC0037
CRM-10263,SF-A10263,Liberty Public Schools,Liberty School District,CA,West,Mid-Market District,District,D. Nguyen,Carlos Taylor,ctaylor@libertyschools.org,,,,Liberty Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-02-12,2027-04-22,126176,800,Q-8830,N,Salesforce,GC0038
CRM-10264,SF-A10264,Liberty Public Schools,Liberty Schools,CA,West,Mid-Market District,District,F. Lewis,A. Martin,,Teacher,,3,Liberty Public Schools - ELA Core,ELA Core,Core ELA,Proposal,2024-11-05,2027-12-01,250496,500,Q-6129,N,Salesforce,GC0038
CRM-10265,SF-A10265,Liberty School District - Supplemental,,CA,West,Mid-Market District,District Office,F. Lewis,Monique Miller,monique.miller@libertyschools.org,Instructional Coach,,3,Liberty School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Lost,2025-04-24,2027-04-18,57406,800,Q-8512,N,Salesforce,GC0038
CRM-10266,SF-A10266,Liberty School District,Liberty Schools,CA,West,Mid-Market District,District,F. Lewis,Laura Jackson,ljackson@libertyschools.org,Principal,General,5,Liberty School District - Twig,Twig,Science,Closed Lost,2024-02-02,2026-05-23,41410,3000,Q-9939,N,Salesforce,GC0038
CRM-10267,SF-A10267,Liberty Public Schools,Liberty Schools,CA,West,Mid-Market District,District,F. Lewis,Renee Davis,reneed@libertyschools.org,Teacher,STEM,,Liberty Public Schools - ELA Core,ELA Core,Core ELA,Negotiation,2024-10-17,2026-07-30,40769,5000,Q-8724,Y,Salesforce,GC0038
CRM-10268,SF-A10268,Liberty School District,Liberty School District,CA,West,Mid-Market District,District,F. Lewis,Lisa Thomas,lisa.thomas@libertyschools.org,Literacy Specialist,,9,Liberty School District - StudySync,StudySync,Core ELA,Closed Lost,2024-07-26,2027-05-30,178519,800,Q-6168,N,Salesforce,GC0038
CRM-10269,SF-A10269,Liberty School District,,CA,West,Mid-Market District,District,F. Lewis,Praveen Thomas,praveent@libertyschools.org,Principal,Literacy,2,Liberty School District - Twig Science,Twig Science,Science,Negotiation,2025-04-13,2027-01-29,174005,5000,Q-8223,N,Salesforce,GC0038
CRM-10270,SF-A10270,Liberty ISD,Liberty School District,CA,West,Mid-Market District,District,F. Lewis,Lisa Martin,,Teacher,ELA,,Liberty ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-02-15,2027-04-19,22199,5000,Q-8783,N,Salesforce,GC0038
CRM-10271,SF-A10271,Monroe Public Schools,Monroe Public Schools,CO,West,Large District,District,C. Thomas,Jane Smith,,Literacy Specialist,,K,Monroe Public Schools - Edgenuity Courseware,Edgenuity Courseware,Core Courseware,Closed Won,2024-10-28,2026-05-08,122403,500,,N,Salesforce,GC0039
CRM-10272,SF-A10272,Monroe Public Schools,Monroe Schools,CO,West,Large District,District,C. Thomas,Laura Anderson,laura.anderson@monroeschools.org,Curriculum Director,,,Monroe Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2024-12-11,2026-07-16,172035,500,Q-5791,N,Salesforce,GC0039
CRM-10273,SF-A10273,Monroe Independent School District,Monroe Independent School District,CO,West,Large District,District,C. Thomas,Jane Moore,jane.moore@monroeschools.org,,General,,Monroe Independent School District - Twig Education,Twig Education,Science,Closed Won,2024-03-08,2027-11-05,250562,5000,Q-5359,Y,Salesforce,GC0039
CRM-10274,SF-A10274,Monroe Public Schools,Monroe Schools,CO,WEST,Large District,District,C. Thomas,Emily White,,Instructional Coach,General,10,Monroe Public Schools - Imagine Math,Imagine Math,Supplemental Math,Proposal,2024-01-19,2027-09-16,123354,1500,Q-6904,N,Salesforce,GC0039
CRM-10275,SF-A10275,Monroe ISD,Monroe Schools,CO,WEST,Large District,District,C. Thomas,Monique Patel,monique.patel@monroeschools.org,District Admin,Science,,Monroe ISD - Course Ware,Course Ware,Core Courseware,Proposal,2025-10-21,2026-02-10,122797,5000,Q-5194,N,Salesforce,GC0039
CRM-10276,SF-A10276,Monroe School District - Supplemental,Monroe Schools,CO,West,Large District,District,C. Thomas,Priya Davis,priya.davis@monroeschools.org,Instructional Coach,,9,Monroe School District - Supplemental - Twig,Twig,Science,Closed Won,2024-08-29,2027-06-04,27983,5000,Q-6344,N,Salesforce,GC0039
CRM-10277,SF-A10277,Monroe Public Schools,,CO,West,Large District,District,C. Thomas,Lisa Wilson,,Principal,STEM,,Monroe Public Schools - Courseware,Courseware,Core Courseware,Negotiation,2024-01-21,2027-01-26,82363,12000,Q-7459,N,Salesforce,GC0039
CRM-10278,SF-A10278,Monroe Independent School District,Monroe Independent School District,CO,West,large district,District,C. Thomas,Carlos A. Taylor,carlost@monroeschools.org,Principal,Science,,Monroe Independent School District - StudySync,StudySync,Core ELA,Negotiation,2024-11-11,2027-10-19,117167,1500,Q-6019,N,Salesforce,GC0039
CRM-10279,SF-A10279,Concord Independent School District,,VA,South,Mid Market,District,B. Shah,Michael Martin,michael.martin@concordschools.org,Curriculum Director,,10,Concord Independent School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2025-09-11,2027-04-12,173414,800,Q-9737,N,Salesforce,GC0040
CRM-10280,SF-A10280,Concord School District,,VA,South,Large District,District,B. Shah,Mark Johnson,mjohnson@concordschools.org,District Admin,General,,Concord School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2024-04-01,2026-04-22,180381,12000,Q-6169,N,Salesforce,GC0040
CRM-10281,SF-A10281,Concord Public Schools,Concord School District,VA,South,Large District,District,B. Shah,Emily Smith,emily.smith@concordschools.org,,,1,Concord Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2024-07-09,2026-07-25,23993,12000,Q-7124,N,Salesforce,GC0040
CRM-10282,SF-A10282,Concord Public Schools,Concord School District,VA,South,Large District,District,B. Shah,Nina Patel,,Curriculum Director,Math,12,Concord Public Schools - PL,PL,Professional Learning,Closed Won,2024-08-04,2027-06-19,246118,1500,Q-7177,N,Salesforce,GC0040
CRM-10283,SF-A10283,Concord School District - Supplemental,Concord School District - Supplemental,VA,South,Large District,District,B. Shah,N. Moore,nmoore@concordschools.org,Teacher,General,,Concord School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Won,2025-06-27,2026-10-14,175072,800,Q-8892,N,Salesforce,GC0040
CRM-10284,SF-A10284,Concord School District,Concord School District,VA,South,Large District,District,B. Shah,Alicia Smith,alicia.smith@concordschools.org,Principal,General,11,Concord School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-07-18,2026-05-27,254520,3000,Q-9133,Y,Salesforce,GC0040
CRM-10285,SF-A10285,Concord School District,Concord School District,VA,South,Large District,District,B. Shah,Emily Jackson,emily.jackson@concordschools.org,,ELA,,Concord School District - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2025-11-12,2027-05-03,173016,5000,Q-9378,N,Salesforce,GC0040
CRM-10286,SF-A10286,Concord School District,Concord School District,VA,South,Large District,District,B. Shah,Alicia Wilson,aliciaw@concordschools.org,Principal,,,Concord School District - Twig Science,Twig Science,Science,Closed Won,2024-12-14,2027-08-30,37902,3000,Q-7567,N,Salesforce,GC0040
CRM-10287,SF-A10287,Concord School District,,VA,South,Large District,District,B. Shah,Emily Lee,emilyl@concordschools.org,Teacher,STEM,,Concord School District - Twig Science,Twig Science,Science,Proposal,2024-08-12,2027-05-27,178467,500,Q-6194,N,Salesforce,GC0040
CRM-10288,SF-A10288,Hamilton ISD - Supplemental,,OH,Midwest,State/Regional,Charter Network,D. Nguyen,Emily Patel,emily.patel@hamiltonschools.org,Literacy Specialist,,,Hamilton ISD - Supplemental - Courseware,Courseware,Core Courseware,Negotiation,2025-02-05,2026-11-03,248608,300,Q-7764,N,Salesforce,GC0041
CRM-10289,SF-A10289,Hamilton ISD - Supplemental,Hamilton ISD - Supplemental,OH,Midwest,State/Regional,Charter Network,D. Nguyen,Renee Taylor,reneet@hamiltonschools.org,,Literacy,,Hamilton ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-08-02,2026-08-12,249205,5000,Q-7967,N,Salesforce,GC0041
CRM-10290,SF-A10290,Hamilton ISD,Hamilton Schools,OH,,State/Regional,Charter Network,D. Nguyen,Sarah Taylor,staylor@hamiltonschools.org,Math Coordinator,,3,Hamilton ISD - StudySync,StudySync,Core ELA,Proposal,2025-09-02,2026-06-26,177150,12000,Q-5734,N,Salesforce,GC0041
CRM-10291,SF-A10291,Hamilton ISD - Supplemental,Hamilton ISD,OH,Midwest,State/Regional,District Office,D. Nguyen,Laura Anderson,lauraa@hamiltonschools.org,Literacy Specialist,Science,10,Hamilton ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Proposal,2025-08-08,2026-05-09,26328,300,Q-9403,N,Salesforce,GC0041
CRM-10292,SF-A10292,Hamilton Public Schools,Hamilton ISD,OH,Midwest,State/Regional,Charter Network,D. Nguyen,Eric White,eric.white@hamiltonschools.org,Literacy Specialist,,3,Hamilton Public Schools - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-07-29,2026-09-20,246573,300,Q-9146,N,Salesforce,GC0041
CRM-10293,SF-A10293,Aurora Public Schools,,TX,South,Large District,Regional Service Center,D. Nguyen,Monique Wilson,moniquew@auroraschools.org,Teacher,,,Aurora Public Schools - CW,CW,Core Courseware,Closed Won,2024-05-17,2027-09-09,119539,3000,Q-6052,N,Salesforce,GC0042
CRM-10294,SF-A10294,Aurora ISD,Aurora Schools,TX,SOUTH,Large District,Regional Service Center,D. Nguyen,Eric Martin,emartin@auroraschools.org,Math Coordinator,General,10,Aurora ISD - Courseware,Courseware,Core Courseware,Closed Lost,2025-09-11,2026-06-17,83514,800,Q-8552,N,Salesforce,GC0042
CRM-10295,SF-A10295,Aurora Indep. SD,,TX,South,Large District,Regional Service Center,D. Nguyen,John Martin,john.martin@auroraschools.org,Teacher,Literacy,1,Aurora Indep. SD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-06-28,2027-06-24,176022,3000,Q-9010,Y,Salesforce,GC0042
CRM-10296,SF-A10296,Aurora ISD - Supplemental,Aurora Schools,TX,South,Mid Market,Regional Service Center,D. Nguyen,Eric Martin,eric.martin@auroraschools.org,Math Coordinator,General,5,Aurora ISD - Supplemental - Twig Science,Twig Science,Science,Closed Won,2025-11-25,2027-09-16,88500,500,Q-7899,N,Salesforce,GC0042
CRM-10297,SF-A10297,Aurora ISD - Supplemental,Aurora Schools,TX,South,Large District,Regional Service Center,D. Nguyen,Carlos Moore,carlos.moore@auroraschools.org,,,4,Aurora ISD - Supplemental - Twig Science,Twig Science,Science,Negotiation,2024-01-11,2027-03-11,179334,5000,Q-9078,N,Salesforce,GC0042
CRM-10298,SF-A10298,Aurora ISD,,TX,South,Large District,Regional Service Center,D. Nguyen,Renee Smith,renees@auroraschools.org,Teacher,Literacy,12,Aurora ISD - Twig Science,Twig Science,Science,Closed Won,2024-06-28,2026-03-18,58184,3000,Q-5417,N,Salesforce,GC0042
CRM-10299,SF-A10299,Aurora School District,Aurora Schools,TX,South,Large District,Regional Service Center,D. Nguyen,Kevin Patel,kevin.patel@auroraschools.org,District Admin,ELA,10,Aurora School District - Courseware,Courseware,Core Courseware,Closed Won,2025-04-19,2027-09-25,253999,300,Q-8771,N,Salesforce,GC0042
CRM-10300,SF-A10300,Aurora ISD,Aurora ISD,TX,South,large district,Regional Service Center,D. Nguyen,Monique A. Anderson,manderson@auroraschools.org,Principal,ELA,2,Aurora ISD - PL,PL,Professional Learning,Proposal,2024-04-21,2027-03-26,178198,500,Q-8555,Y,Salesforce,GC0042
CRM-10301,SF-A10301,Aurora ISD,Aurora ISD,TX,south,Large District,Regional Service Center,D. Nguyen,D. Miller,davidm@auroraschools.org,Math Coordinator,ELA,12,Aurora ISD - ImagineMath,ImagineMath,Supplemental Math,Closed Lost,2025-02-02,2026-05-15,22767,12000,,Y,Salesforce,GC0042
CRM-10302,SF-A10302,Briarwood ISD,Briarwood ISD,OH,Midwest,Large District,Charter Network,C. Thomas,Jane Thomas,janet@briarwoodschools.org,Curriculum Director,ELA,3,Briarwood ISD - StudySync,StudySync,Core ELA,Negotiation,2024-07-22,2027-05-01,172688,5000,Q-6484,N,Salesforce,GC0043
CRM-10303,SF-A10303,Briarwood Indep. SD,Briarwood Indep. SD,OH,Midwest,Large District,Charter Network,A. Rivera,Priya Patel,ppatel@briarwoodschools.org,Instructional Coach,Science,8,Briarwood Indep. SD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2024-11-07,2026-04-23,61956,800,Q-8424,N,Salesforce,GC0043
CRM-10304,SF-A10304,Briarwood ISD,Briarwood ISD,OH,Midwest,Large District,Charter Network,D. Nguyen,Jane Smith,,Teacher,Literacy,11,Briarwood ISD - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-06-25,2027-09-12,59903,5000,Q-9786,N,Salesforce,GC0043
CRM-10305,SF-A10305,Briarwood ISD,Briarwood Schools,OH,Midwest,Large,Charter Network,C. Thomas,Nina Patel,ninap@briarwoodschools.org,,Science,4,Briarwood ISD - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2024-12-21,2027-01-10,91319,5000,Q-8572,Y,Salesforce,GC0043
CRM-10306,SF-A10306,Briarwood ISD,Briarwood ISD,,Midwest,Large District,Charter Network,C. Thomas,Lisa Martin,lisam@briarwoodschools.org,District Admin,Literacy,8,Briarwood ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2025-02-14,2027-09-14,59390,500,,N,Salesforce,GC0043
CRM-10307,SF-A10307,Briarwood ISD,Briarwood ISD,OH,Midwest,Large District,Charter Network,C. Thomas,Praveen Jackson,,Curriculum Director,ELA,K,Briarwood ISD - Twig Science,Twig Science,Science,Closed Won,2024-08-03,2027-07-02,21022,5000,Q-9957,N,Salesforce,GC0043
CRM-10308,SF-A10308,Briarwood ISD,Briarwood ISD,OH,Midwest,Large,Charter Network,C. Thomas,Eric Martin,eric.martin@briarwoodschools.org,Literacy Specialist,,11,Briarwood ISD - PL,PL,Professional Learning,Proposal,2025-10-03,2027-10-12,125025,500,Q-6807,N,Salesforce,GC0043
CRM-10309,SF-A10309,Briarwood Public Schools,,OH,Midwest,large district,Charter Network,C. Thomas,Sarah Jackson,sarahj@briarwoodschools.org,Math Coordinator,,2,Briarwood Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2025-09-14,2026-07-12,23351,300,Q-8727,N,Salesforce,GC0043
CRM-10310,SF-A10310,Briarwood ISD,Briarwood ISD,OH,Midwest,Large District,Charter Network,C. Thomas,Praveen Garcia,praveen.garcia@briarwoodschools.org,Math Coordinator,Math,1,Briarwood ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-03-28,2026-07-27,43871,12000,Q-8639,N,Salesforce,GC0043
CRM-10311,SF-A10311,Highland Public Schools,Highland Public Schools,NC,South,Large,Charter Network,A. Rivera,Sarah Wilson,sarah.wilson@highlandschools.org,Teacher,,,Highland Public Schools - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2024-04-25,2027-05-19,37804,500,Q-7308,N,Salesforce,GC0044
CRM-10312,SF-A10312,Highland ISD - Supplemental,Highland Schools,NC,South,Large District,Charter Network,F. Lewis,Mark Anderson,manderson@highlandschools.org,Teacher,Science,4,Highland ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-01-03,2026-06-02,248401,800,Q-8659,N,Salesforce,GC0044
CRM-10313,SF-A10313,Highland ISD,Highland ISD,NC,,Large District,Charter Network,A. Rivera,Mark Moore,markm@highlandschools.org,,General,6,Highland ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2025-07-05,2027-07-01,89724,3000,Q-8150,Y,Salesforce,GC0044
CRM-10314,SF-A10314,Highland School District,Highland School District,NC,South,Large District,District,A. Rivera,John Wilson,john.wilson@highlandschools.org,Instructional Coach,STEM,,Highland School District - Courseware,Courseware,Core Courseware,Closed Won,2024-02-27,2026-05-22,23344,1500,Q-8479,N,Salesforce,GC0044
CRM-10315,SF-A10315,Highland ISD,Highland ISD,NC,,large district,Charter Network,E. Carter,Tanisha Brown,tanishab@highlandschools.org,Literacy Specialist,,,Highland ISD - IM,IM,Supplemental Math,Closed Won,2025-09-10,2026-06-27,118627,300,Q-8470,N,Salesforce,GC0044
CRM-10316,SF-A10316,Highland ISD - Supplemental,Highland ISD - Supplemental,NC,South,Large District,Charter Network,A. Rivera,Sanjay Miller,sanjay.miller@highlandschools.org,District Admin,Math,7,Highland ISD - Supplemental - Professional Development,Professional Development,Professional Learning,Negotiation,2025-01-24,2026-06-18,27086,5000,Q-7211,Y,Salesforce,GC0044
CRM-10317,SF-A10317,Highland ISD - Supplemental,Highland ISD,NC,South,Large District,Charter Network,A. Rivera,Nina Thomas,nina.thomas@highlandschools.org,Teacher,,12,Highland ISD - Supplemental - IM,IM,Supplemental Math,Closed Won,2024-11-18,2026-04-06,56138,800,Q-8261,N,Salesforce,GC0044
CRM-10318,SF-A10318,Willow Creek ISD - Supplemental,Willow Creek ISD,CO,West,Mid Market,Charter Network,E. Carter,Sarah Patel,sarah.patel@willow_creekschools.org,Teacher,Math,3,Willow Creek ISD - Supplemental - Courseware,Courseware,Core Courseware,Closed Won,2024-06-13,2027-05-29,125973,5000,Q-7796,N,Salesforce,GC0045
CRM-10319,SF-A10319,Willow Creek ISD - Supplemental,,,West,Large District,Charter Network,E. Carter,Emily Anderson,emily.anderson@willow_creekschools.org,,,4,Willow Creek ISD - Supplemental - Twig Science,Twig Science,Science,Closed Won,2025-05-25,2026-04-07,86139,500,Q-6322,Y,Salesforce,GC0045
CRM-10320,SF-A10320,Willow Creek ISD - Supplemental,Willow Creek ISD - Supplemental,CO,West,Large District,Charter Network,E. Carter,Kevin Johnson,kevinj@willow_creekschools.org,Curriculum Director,Science,9,Willow Creek ISD - Supplemental - ImagineMath,ImagineMath,Supplemental Math,Closed Won,2025-03-27,2027-01-11,126233,800,Q-8384,N,Salesforce,GC0045
CRM-10321,SF-A10321,Willow Creek ISD,Willow Creek ISD,CO,,Mid Market,Charter Network,E. Carter,Nina Lee,,Principal,STEM,,Willow Creek ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-04-20,2027-02-11,253096,500,Q-5528,N,Salesforce,GC0045
CRM-10322,SF-A10322,Willow Creek Public Schools,Willow Creek ISD,CO,West,large district,Charter Network,E. Carter,D. White,dwhite@willow_creekschools.org,,Math,10,Willow Creek Public Schools - Imagine Math,Imagine Math,Supplemental Math,Proposal,2025-10-12,2026-06-30,23322,300,Q-5669,N,Salesforce,GC0045
CRM-10323,SF-A10323,Willow Creek Public Schools,Willow Creek Schools,CO,,Large District,Charter Network,C. Thomas,Praveen Davis,praveend@willow_creekschools.org,Instructional Coach,Science,11,Willow Creek Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-07-28,2027-09-04,37274,5000,Q-6184,N,Salesforce,GC0045
CRM-10324,SF-A10324,Willow Creek ISD,Willow Creek ISD,CO,West,Large District,Charter Network,E. Carter,Sarah Jackson,sarahj@willow_creekschools.org,,General,6,Willow Creek ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2025-09-07,2027-01-22,41703,500,Q-9725,N,Salesforce,GC0045
CRM-10325,SF-A10325,Stonebridge School District,Stonebridge School District,NY,Northeast,State/Regional,Charter Network,B. Shah,Emily Miller,emilym@stonebridgeschools.org,,Literacy,,Stonebridge School District - Twig Science,Twig Science,Science,Closed Lost,2024-06-15,2027-07-10,87251,800,Q-8583,N,Salesforce,GC0046
CRM-10326,SF-A10326,Stonebridge School District,,NY,Northeast,State/Regional,Charter Network,B. Shah,John Patel,john.patel@stonebridgeschools.org,Literacy Specialist,Literacy,8,Stonebridge School District - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2025-04-25,2026-05-08,63601,1500,Q-8242,Y,Salesforce,GC0046
CRM-10327,SF-A10327,Stonebridge Public Schools,Stonebridge Public Schools,NY,Northeast,State/Regional,Charter Network,B. Shah,Praveen Miller,pmiller@stonebridgeschools.org,District Admin,STEM,2,Stonebridge Public Schools - Courseware,Courseware,Core Courseware,Negotiation,2024-09-04,2027-07-24,84156,3000,Q-5422,N,Salesforce,GC0046
CRM-10328,SF-A10328,Stonebridge Public Schools,Stonebridge Schools,NY,northeast,State/Regional,Charter Network,B. Shah,Sarah Taylor,saraht@stonebridgeschools.org,Literacy Specialist,,,Stonebridge Public Schools - PL,PL,Professional Learning,Closed Won,2025-10-05,2027-08-31,36455,3000,Q-5645,N,Salesforce,GC0046
CRM-10329,SF-A10329,Stonebridge ISD,Stonebridge ISD,NY,Northeast,State/Regional,Charter Network,B. Shah,Laura Anderson,laura.anderson@stonebridgeschools.org,Instructional Coach,General,,Stonebridge ISD - Language and Literacy,Language and Literacy,Supplemental Literacy,Closed Lost,2024-05-05,2026-04-20,40627,800,Q-5760,Y,Salesforce,GC0046
CRM-10330,SF-A10330,Stonebridge Public Schools,,NY,Northeast,Mid Market,Charter Network,B. Shah,Renee Patel,,Teacher,General,9,Stonebridge Public Schools - StudySync,StudySync,Core ELA,Closed Won,2024-12-17,2026-12-22,91059,3000,Q-6297,N,Salesforce,GC0046
CRM-10331,SF-A10331,Stonebridge School District,Stonebridge Schools,NY,northeast,state/regional,Charter Network,B. Shah,David Smith,dsmith@stonebridgeschools.org,Instructional Coach,ELA,,Stonebridge School District - Twig,Twig,Science,Negotiation,2025-03-22,2027-06-09,84163,800,Q-7302,N,Salesforce,GC0046
CRM-10332,SF-A10332,Clearwater School District - Supplemental,,NC,South,Charter Network,Charter Network,F. Lewis,Lisa Davis,lisad@clearwaterschools.org,Math Coordinator,,K,Clearwater School District - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2025-08-23,2027-02-24,65894,12000,Q-9345,N,Salesforce,GC0047
CRM-10333,SF-A10333,Clearwater School District,Clearwater School District,NC,South,Charter Network,Charter Network,F. Lewis,Lisa A. Thomas,lisa.thomas@clearwaterschools.org,Instructional Coach,ELA,,Clearwater School District - StudySync,StudySync,Core ELA,Proposal,2025-09-08,2026-08-06,119562,300,Q-9979,N,Salesforce,GC0047
CRM-10334,SF-A10334,Clearwater Public Schools,,NC,South,Charter Network,Charter Network,C. Thomas,Michael Thomas,michael.thomas@clearwaterschools.org,Math Coordinator,STEM,,Clearwater Public Schools - Courseware,Courseware,Core Courseware,Negotiation,2024-02-07,2027-07-01,116640,800,Q-5568,N,Salesforce,GC0047
CRM-10335,SF-A10335,Clearwater School District - Supplemental,Clearwater School District - Supplemental,NC,SOUTH,Charter Network,Charter Network,F. Lewis,Carlos Thomas,carlos.thomas@clearwaterschools.org,,,,Clearwater School District - Supplemental - Courseware,Courseware,Core Courseware,Proposal,2025-03-22,2026-08-20,37442,500,Q-8021,N,Salesforce,GC0047
CRM-10336,SF-A10336,Clearwater School District,Clearwater School District,NC,South,Charter Network,Charter Network,F. Lewis,Jane Martin,janem@clearwaterschools.org,Instructional Coach,Literacy,6,Clearwater School District - Math Suite,Math Suite,Supplemental Math,Closed Won,2025-06-18,2027-06-25,45468,1500,Q-7298,N,Salesforce,GC0047
CRM-10337,SF-A10337,Gateway School District,Gateway Schools,TX,,Large District,Charter Network,C. Thomas,Carlos Miller,,Instructional Coach,STEM,5,Gateway School District - Professional Development,Professional Development,Professional Learning,Proposal,2025-04-09,2027-11-03,44265,300,Q-6792,N,Salesforce,GC0048
CRM-10338,SF-A10338,Gateway Public Schools,,TX,South,Large District,Charter Network,C. Thomas,Nina Davis,ndavis@gatewayschools.org,Teacher,STEM,,Gateway Public Schools - Study Sync,Study Sync,Core ELA,Closed Lost,2024-03-27,2026-12-29,84474,500,Q-8529,N,Salesforce,GC0048
CRM-10339,SF-A10339,Gateway Public Schools,,TX,South,Large,Charter Network,C. Thomas,Carlos Anderson,,Instructional Coach,,K,Gateway Public Schools - ImagineMath,ImagineMath,Supplemental Math,Closed Won,2024-03-08,2027-06-29,25513,500,Q-8314,N,Salesforce,GC0048
CRM-10340,SF-A10340,Gateway ISD,Gateway ISD,TX,South,Large District,School,C. Thomas,Carlos White,cwhite@gatewayschools.org,Literacy Specialist,,,Gateway ISD - Language and Literacy,Language and Literacy,Supplemental Literacy,Closed Won,2024-12-06,2027-04-12,36208,5000,Q-7736,Y,Salesforce,GC0048
CRM-10341,SF-A10341,Gateway School District,,TX,South,Large District,Charter Network,C. Thomas,Lisa Smith,lsmith@gatewayschools.org,District Admin,Literacy,,Gateway School District - Twig Science,Twig Science,Science,Proposal,2025-04-08,2027-05-18,176747,3000,Q-8985,N,Salesforce,GC0048
CRM-10342,SF-A10342,Gateway School District,,TX,South,Large District,District,C. Thomas,Kevin Miller,kevin.miller@gatewayschools.org,Teacher,General,,Gateway School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-07-17,2027-01-22,172768,800,Q-9463,N,Salesforce,GC0048
CRM-10343,SF-A10343,Gateway School District,,TX,South,Large,Charter Network,D. Nguyen,Carlos Anderson,carlos.anderson@gatewayschools.org,,,4,Gateway School District - Courseware,Courseware,Core Courseware,Closed Won,2024-11-06,2027-05-14,57058,12000,Q-8718,Y,Salesforce,GC0048
CRM-10344,SF-A10344,Gateway School District,Gateway School District,,SOUTH,Large District,Charter Network,C. Thomas,Jane White,jane.white@gatewayschools.org,Instructional Coach,Literacy,,Gateway School District - CW,CW,Core Courseware,Closed Won,2025-04-29,2026-12-30,46437,1500,Q-5803,N,Salesforce,GC0048
CRM-10345,SF-A10345,North Star ISD - Supplemental,North Star Schools,NY,Northeast,large district,District,E. Carter,Lisa Moore,lmoore@north_starschools.org,Literacy Specialist,Literacy,,North Star ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2025-04-24,2026-12-29,88643,1500,Q-8778,Y,Salesforce,GC0049
